DEMANDA,TIPO DEMANDA,MÓDULO,MANUAL,DATA LINKAGEM,CAPITULO,MONTADORA,VERSÃO
41007,NOVA,SIMPLO,MOTORES - LINHA LEVE,12/11/2024,1531,,2025/1
44821,NOVA,SIMPLO,MOTORES - LINHA LEVE,12/11/2024,1530,,2025/1
42736,NOVA,SIMPLO,PICO SCOPE,11/11/2024,670,,2025/1
45386,NOVA,SIMPLO,MT PRO,11/11/2024,315,,2025/1
42719,NOVA,SIMPLO,PICO SCOPE,11/11/2024,669,,2025/1
42691,NOVA,SIMPLO,PICO SCOPE,11/11/2024,668,,2025/1
44816,NOVA,SIMPLO,INJEÇÃO,11/11/2024,2181,,2025/1
35238,NOVA,SIMPLO,INJEÇÃO,11/11/2024,2180,,2025/1
35238,NOVA,SIMPLO,INJEÇÃO,11/11/2024,2179,,2025/1
45174,NOVA,SIMPLO,INJEÇÃO,11/11/2024,2178,,2025/1
45174,NOVA,SIMPLO,INJEÇÃO,11/11/2024,2177,,2025/1
43304,NOVA,SIMPLO,PICO SCOPE,11/11/2024,667,,2025/1
42685,NOVA,SIMPLO,PICO SCOPE,11/11/2024,666,,2025/1
43311,NOVA,SIMPLO,PICO SCOPE,11/11/2024,665,,2025/1
45890,UPGRADE,SIMPLO,DIESEL,11/11/2024,256,,2025/1
39585,UPGRADE,SIMPLO,ABS/ASR/ESP,11/11/2024,904,,2025/1
45840,UPGRADE,SIMPLO,CÂMBIO,08/11/2024,106,,2025/1
45840,UPGRADE,SIMPLO,CÂMBIO,08/11/2024,100,,2025/1
45840,UPGRADE,SIMPLO,CÂMBIO,08/11/2024,131,,2025/1
45840,UPGRADE,SIMPLO,CÂMBIO,08/11/2024,130,,2025/1
45681,UPGRADE,SIMPLO,CÓDIGO DE FALHAS,08/11/2024,663,,2025/1
43661,CORREÇÃO,SIMPLO,MOTORES - LINHA LEVE,08/11/2024,1467,,2025/1
45858,UPGRADE,SIMPLO,DIESEL,08/11/2024,238,,2025/1
45857,CORREÇÃO,SIMPLO,ARLA,08/11/2024,8,,2025/1
43725,NOVA,SIMPLO,SCOPE TRUCK (PICO SCOPE),08/11/2024,664,,2025/1
43725,NOVA,SIMPLO,PICO SCOPE,08/11/2024,664,,2025/1
45781,UPGRADE,SIMPLO,PICO SCOPE,07/11/2024,44,,2025/1
42316,NOVA,SIMPLO,PICO SCOPE,07/11/2024,663,,2025/1
41662,NOVA,SIMPLO,PICO SCOPE,07/11/2024,662,,2025/1
45593,CORREÇÃO,SIMPLO,PICO SCOPE,07/11/2024,274,,2025/1
45659,UPGRADE,TRACTOR,MOTORES TRACTOR,07/11/2024,20103,,2025/1 T
45659,UPGRADE,SIMPLO,MOTORES - LINHA PESADA,07/11/2024,572,,2025/1
45460,CORREÇÃO,TRACTOR,MOTORES TRACTOR,07/11/2024,20076,,2025/1 T
45460,CORREÇÃO,SIMPLO,MOTORES - LINHA PESADA,07/11/2024,195,,2025/1
45721,UPGRADE,SIMPLO,MOTORES - LINHA LEVE,07/11/2024,532,,2025/1
45654,CORREÇÃO,SIMPLO,MOTORES - LINHA LEVE,07/11/2024,1251,,2025/1
45634,CORREÇÃO,SIMPLO,MOTORES - LINHA LEVE,07/11/2024,1390,,2025/1
45630,CORREÇÃO,SIMPLO,MOTORES - LINHA LEVE,07/11/2024,1495,,2025/1
45629,CORREÇÃO,SIMPLO,MOTORES - LINHA LEVE,07/11/2024,1527,,2025/1
43985,CORREÇÃO,SIMPLO,MOTORES - LINHA LEVE,07/11/2024,1441,,2025/1
45836,CORREÇÃO,SIMPLO,DIESEL,07/11/2024,252,,2025/1
45817,NOVA,SIMPLO,INJEÇÃO,07/11/2024,2176,,2025/1
45606,UPGRADE,SIMPLO,SINCRO - CORRENTES,07/11/2024,1786,,2025/1
45519,UPGRADE,SIMPLO,SINCRO - CORRENTES,06/11/2024,1927,,2025/1
44144,UPGRADE,SIMPLO,SINCRO - CORRENTES,06/11/2024,1781,,2025/1
45638,CORREÇÃO,SIMPLO,ELECTRA,06/11/2024,170,,2025/1
45479,UPGRADE,SIMPLO,DIESEL,06/11/2024,407,,2025/1
45477,UPGRADE,SIMPLO,DIESEL,06/11/2024,404,,2025/1
45839,UPGRADE,SIMPLO,CLIMA CAR,06/11/2024,661,,2025/1
45834,CORREÇÃO,SIMPLO,CLIMA CAR,06/11/2024,1154/1155,,2025/1
45793,CORREÇÃO,SIMPLO,CLIMA CAR,06/11/2024,1063,,2025/1
45790,CORREÇÃO,SIMPLO,CLIMA CAR,06/11/2024,173,,2025/1
45764,CORREÇÃO,SIMPLO,CLIMA CAR,06/11/2024,983/984,,2025/1
45605,CORREÇÃO,SIMPLO,CLIMA CAR,06/11/2024,1149,,2025/1
45540,CORREÇÃO,SIMPLO,CLIMA CAR,06/11/2024,1154/1155,,2025/1
45539,CORREÇÃO,SIMPLO,CLIMA CAR,06/11/2024,1152/1153,,2025/1
45458,CORREÇÃO,SIMPLO,CLIMA CAR,05/11/2024,1097,,2025/1
45823,UPGRADE,SIMPLO,INJEÇÃO,05/11/2024,1633,,2025/1
45809,UPGRADE,SIMPLO,INJEÇÃO,05/11/2024,1715,,2025/1
45801,UPGRADE,SIMPLO,DIESEL,05/11/2024,353,,2025/1
45800,UPGRADE,SIMPLO,DIESEL,05/11/2024,301,,2025/1
45799,UPGRADE,SIMPLO,DIESEL,05/11/2024,300,,2025/1
45798,UPGRADE,SIMPLO,DIESEL,05/11/2024,230,,2025/1
45795,UPGRADE,SIMPLO,DIESEL,05/11/2024,219,,2025/1
45794,UPGRADE,SIMPLO,DIESEL,05/11/2024,231,,2025/1
45789,CORREÇÃO,SIMPLO,DIESEL,05/11/2024,212,,2025/1
45785,CORREÇÃO,SIMPLO,DIESEL,05/11/2024,5,,2025/1
45772,CORREÇÃO,SIMPLO,DIESEL,05/11/2024,262,,2025/1
45739,UPGRADE,SIMPLO,DIESEL,05/11/2024,365,,2025/1
45738,UPGRADE,SIMPLO,DIESEL,04/11/2024,364,,2025/1
45726,CORREÇÃO,SIMPLO,DIESEL,04/11/2024,331,,2025/1
45641,CORREÇÃO,SIMPLO,DIESEL,04/11/2024,117,,2025/1
45640,CORREÇÃO,SIMPLO,DIESEL,04/11/2024,57,,2025/1
45620,UPGRADE,SIMPLO,DIESEL,04/11/2024,257,,2025/1
45592,CORREÇÃO,SIMPLO,DIESEL,04/11/2024,236,,2025/1
45478,UPGRADE,SIMPLO,DIESEL,04/11/2024,392,,2025/1
45457,UPGRADE,SIMPLO,DIESEL,04/11/2024,408,,2025/1
45416,CORREÇÃO,SIMPLO,DIESEL,04/11/2024,214,,2025/1
45413,CORREÇÃO,SIMPLO,DIESEL,04/11/2024,10,,2025/1
45287,UPGRADE,SIMPLO,DIESEL,04/11/2024,254,,2025/1
45183,CORREÇÃO,SIMPLO,DIESEL,04/11/2024,358,,2025/1
44915,CORREÇÃO,SIMPLO,DIESEL,04/11/2024,169,,2025/1
45807,UPGRADE,SIMPLO,INJEÇÃO,04/11/2024,2099,,2025/1
45803,CORREÇÃO,SIMPLO,INJEÇÃO,04/11/2024,1424,,2025/1
45792,UPGRADE,SIMPLO,INJEÇÃO,04/11/2024,2048,,2025/1
45728,UPGRADE,SIMPLO,INJEÇÃO,04/11/2024,1321,,2025/1
45703,UPGRADE,SIMPLO,INJEÇÃO,04/11/2024,1676,,2025/1
45771,UPGRADE,SIMPLO,INJEÇÃO,01/11/2024,2026,,2025/1
45767,CORREÇÃO,SIMPLO,INJEÇÃO,01/11/2024,353,,2025/1
45723,UPGRADE,SIMPLO,INJEÇÃO,01/11/2024,1552,,2025/1
45720,UPGRADE,SIMPLO,INJEÇÃO,01/11/2024,1637,,2025/1
45708,UPGRADE,SIMPLO,INJEÇÃO,01/11/2024,1589,,2025/1
45690,CORREÇÃO,SIMPLO,INJEÇÃO,01/11/2024,1519,,2025/1
45689,CORREÇÃO,SIMPLO,INJEÇÃO,01/11/2024,1518,,2025/1
45687,UPGRADE,SIMPLO,INJEÇÃO,01/11/2024,1640,,2025/1
45684,UPGRADE,SIMPLO,INJEÇÃO,01/11/2024,1623,,2025/1
45678,CORREÇÃO,SIMPLO,INJEÇÃO,01/11/2024,1548,,2025/1
45662,UPGRADE,SIMPLO,INJEÇÃO,01/11/2024,1622,,2025/1
45658,CORREÇÃO,SIMPLO,INJEÇÃO,01/11/2024,1621,,2025/1
45653,CORREÇÃO,SIMPLO,INJEÇÃO,01/11/2024,1701,,2025/1
45647,CORREÇÃO,SIMPLO,INJEÇÃO,01/11/2024,1311,,2025/1
45635,CORREÇÃO,SIMPLO,INJEÇÃO,01/11/2024,2107,,2025/1
45632,CORREÇÃO,SIMPLO,INJEÇÃO,31/10/2024,2073,,2025/1
45615,CORREÇÃO,SIMPLO,INJEÇÃO,31/10/2024,1588,,2025/1
45603,CORREÇÃO,SIMPLO,INJEÇÃO,31/10/2024,1561,,2025/1
45595,UPGRADE,SIMPLO,INJEÇÃO,31/10/2024,1658,,2025/1
45594,CORREÇÃO,SIMPLO,INJEÇÃO,31/10/2024,512,,2025/1
45578,CORREÇÃO,SIMPLO,INJEÇÃO,31/10/2024,1258,,2025/1
45553,UPGRADE,SIMPLO,INJEÇÃO,31/10/2024,1507,,2025/1
45541,CORREÇÃO,SIMPLO,INJEÇÃO,31/10/2024,2162,,2025/1
45538,CORREÇÃO,SIMPLO,INJEÇÃO,31/10/2024,2172,,2025/1
45537,CORREÇÃO,SIMPLO,INJEÇÃO,31/10/2024,2173,,2025/1
45535,CORREÇÃO,SIMPLO,INJEÇÃO,31/10/2024,1021,,2025/1
45533,CORREÇÃO,SIMPLO,INJEÇÃO,31/10/2024,1222,,2025/1
45526,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,2061,,2025/1
45786,CORREÇÃO,SIMPLO,INJEÇÃO,30/10/2024,1817,,2025/1
45513,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,1754,,2025/1
45508,CORREÇÃO,SIMPLO,INJEÇÃO,30/10/2024,1810,,2025/1
45494,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,2168,,2025/1
45493,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,2164,,2025/1
45492,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,2163,,2025/1
45488,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,2175,,2025/1
45487,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,2174,,2025/1
45476,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,1809,,2025/1
45447,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,1475,,2025/1
45436,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,2165,,2025/1
45435,UPGRADE,SIMPLO,INJEÇÃO,30/10/2024,2171,,2025/1
44632,NOVA,SIMPLO,CÂMBIO,30/10/2024,200,,2025/1
42666,NOVA,SIMPLO,PICO SCOPE,30/10/2024,661,,2025/1
45107,CORREÇÃO,SIMPLO,INJEÇÃO,29/10/2024,68,,2025/1
44919,UPGRADE,SIMPLO,INJEÇÃO,29/10/2024,1187,,2025/1
45480,NOVA,SIMPLO,CLIMA CAR,29/10/2024,1156,,2025/1
44861,CORREÇÃO,SIMPLO,INJEÇÃO,29/10/2024,1620,,2025/1
44860,CORREÇÃO,SIMPLO,INJEÇÃO,29/10/2024,2054,,2025/1
44824,CORREÇÃO,SIMPLO,INJEÇÃO,29/10/2024,1579,,2025/1
44823,CORREÇÃO,SIMPLO,INJEÇÃO,29/10/2024,1949,,2025/1
44002,UPGRADE,SIMPLO,INJEÇÃO,29/10/2024,2190,,2025/1
39506,NOVA,SIMPLO,CLIMA TRUCK,29/10/2024,160,,2025/1
42624,NOVA,SIMPLO,PICO SCOPE,29/10/2024,660,,2025/1
43704,NOVA,SIMPLO,SCOPE TRUCK (MT PRO),29/10/2024,314,,2025/1
43704,NOVA,SIMPLO,MT PRO,29/10/2024,314,,2025/1
43847,NOVA,SIMPLO,MT PRO,29/10/2024,313,,2025/1
43658,NOVA,SIMPLO,MT PRO,29/10/2024,312,,2025/1
43614,NOVA,SIMPLO,MT PRO,29/10/2024,311,,2025/1
43611,NOVA,SIMPLO,MT PRO,29/10/2024,310,,2025/1
43574,NOVA,SIMPLO,MT PRO,29/10/2024,309,,2025/1
43511,NOVA,SIMPLO,MT PRO,29/10/2024,308,,2025/1
38052,NOVA,SIMPLO,MT PRO,29/10/2024,307,,2025/1
44601,CORREÇÃO,SIMPLO,INJEÇÃO,28/10/2024,1580,,2025/1
44584,CORREÇÃO,SIMPLO,INJEÇÃO,28/10/2024,1498,,2025/1
44226,CORREÇÃO,SIMPLO,INJEÇÃO,28/10/2024,1176,,2025/1
43875,NOVA,SIMPLO,MT PRO,28/10/2024,306,,2025/1
44399,CORREÇÃO,SIMPLO,INJEÇÃO,28/10/2024,1694,,2025/1
40447,UPGRADE,SIMPLO,INJEÇÃO,28/10/2024,1841,,2025/1
45628,NOVA,SIMPLO,MT PRO,28/10/2024,305,,2025/1
39719,UPGRADE,SIMPLO,INJEÇÃO,28/10/2024,1811,,2025/1
42669,NOVA,SIMPLO,PICO SCOPE,28/10/2024,659,,2025/1
42926,NOVA,SIMPLO,SCOPE TRUCK (PICO SCOPE),28/10/2024,658,,2025/1
42926,NOVA,SIMPLO,PICO SCOPE,28/10/2024,658,,2025/1
43527,NOVA,SIMPLO,PICO SCOPE,28/10/2024,657,,2025/1
42622,NOVA,SIMPLO,PICO SCOPE,28/10/2024,656,,2025/1
43512,NOVA,SIMPLO,PICO SCOPE,28/10/2024,655,,2025/1
43385,NOVA,SIMPLO,PICO SCOPE,28/10/2024,654,,2025/1
42595,NOVA,SIMPLO,PICO SCOPE,28/10/2024,653,,2025/1
44229,NOVA,SIMPLO,PICO SCOPE,28/10/2024,652,,2025/1
42566,NOVA,SIMPLO,PICO SCOPE,28/10/2024,651,,2025/1
42556,NOVA,SIMPLO,PICO SCOPE,25/10/2024,650,,2025/1
42324,NOVA,SIMPLO,PICO SCOPE,25/10/2024,649,,2025/1
42311,NOVA,SIMPLO,PICO SCOPE,25/10/2024,648,,2025/1
42001,NOVA,SIMPLO,PICO SCOPE,25/10/2024,647,,2025/1
45691,NOVA,SIMPLO,PICO SCOPE,25/10/2024,646,,2025/1
45683,NOVA,SIMPLO,PICO SCOPE,25/10/2024,645,,2025/1
45725,UPGRADE,SIMPLO,ELECTRA TRUCK,23/10/2024,17,,2025/1
45652,UPGRADE,SIMPLO,DIESEL,15/10/2024,179,,2025/1
45637,CORREÇÃO,SIMPLO,ELECTRA,15/10/2024,177,,2025/1
45636,CORREÇÃO,SIMPLO,LUBRITEC,14/10/2024,5537,,2025/1
45554,CORREÇÃO,SIMPLO,ELECTRA,08/10/2024,244,,2025/1
45552,CORREÇÃO,SIMPLO,DIESEL,08/10/2024,304,,2025/1
45528,UPGRADE,SIMPLO,DIESEL,07/10/2024,309,,2025/1
44111,NOVA,ELÉTRICOS,ELETRICOS - LUBRITEC,09/10/2024,29Y,,2024/2 H&E
42326,NOVA,ELÉTRICOS,ELETRICOS - CÓDIGO DE FALHAS,09/10/2024,29A,,2024/2 H&E
45485,UPGRADE,HIBRIDOS,H&E - MOTORES,09/10/2024,11L,,2024/2 H&E
45184,UPGRADE,HIBRIDOS,H&E - LUBRITEC,09/10/2024,03CJ,,2024/2 H&E
45214,NOVA,HIBRIDOS,H&E - LUBRITEC,09/10/2024,26B,,2024/2 H&E
45545,NOVA,HIBRIDOS,H&E - LUBRITEC,09/10/2024,41A,,2024/2 H&E
45486,NOVA,HIBRIDOS,H&E - MOTORES,09/10/2024,40A,,2024/2 H&E
44812,NOVA,HIBRIDOS,H&E - MOTORES,09/10/2024,31B,,2024/2 H&E
45333,NOVA,HIBRIDOS,H&E - LUBRITEC,09/10/2024,39A,,2024/2 H&E
44190,NOVA,ELÉTRICOS,ELETRICOS - LUBRITEC,09/10/2024,13B,,2024/2 H&E
44189,NOVA,ELÉTRICOS,ELETRICOS - LUBRITEC,09/10/2024,14B,,2024/2 H&E
44893,NOVA,HIBRIDOS,H&E - INTERLOCK,09/10/2024,30B,,2024/2 H&E
44522,NOVA,HIBRIDOS,H&E - INTERLOCK,09/10/2024,38A,,2024/2 H&E
44238,NOVA,HIBRIDOS,H&E - INTERLOCK,09/10/2024,37A,,2024/2 H&E
44217,NOVA,HIBRIDOS,H&E - INTERLOCK,09/10/2024,36A,,2024/2 H&E
44010,NOVA,HIBRIDOS,H&E - INTERLOCK,09/10/2024,35A,,2024/2 H&E
43870,NOVA,HIBRIDOS,H&E - INTERLOCK,08/10/2024,34A,,2024/2 H&E
43868,NOVA,HIBRIDOS,H&E - INTERLOCK,08/10/2024,33A,,2024/2 H&E
43838,NOVA,HIBRIDOS,H&E - INTERLOCK,08/10/2024,32A,,2024/2 H&E
44370,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,28A,,2024/2 H&E
44366,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,27,,2024/2 H&E
44364,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,26,,2024/2 H&E
44358,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,25,,2024/2 H&E
44353,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,24,,2024/2 H&E
44348,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,23,,2024/2 H&E
44347,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,22,,2024/2 H&E
44344,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,21,,2024/2 H&E
44343,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,20,,2024/2 H&E
44289,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,19,,2024/2 H&E
44278,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,18,,2024/2 H&E
44236,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,17,,2024/2 H&E
44208,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,16,,2024/2 H&E
44205,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,08/10/2024,15,,2024/2 H&E
44204,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,07/10/2024,14,,2024/2 H&E
44203,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,07/10/2024,13,,2024/2 H&E
44202,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,07/10/2024,12,,2024/2 H&E
44201,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,07/10/2024,11,,2024/2 H&E
43999,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,07/10/2024,10,,2024/2 H&E
44349,UPGRADE,ELÉTRICOS,ELETRICOS - INTERLOCK,07/10/2024,7,,2024/2 H&E
44368,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,07/10/2024,9,,2024/2 H&E
44279,NOVA,ELÉTRICOS,ELETRICOS - INTERLOCK,07/10/2024,8,,2024/2 H&E
40493,NOVA,HIBRIDOS,H&E,07/10/2024,31,,2024/2 H&E
44886,UPGRADE,ELÉTRICOS,ELETRICOS - LUBRITEC,07/10/2024,6,,2024/2 H&E
43228,UPGRADE,HIBRIDOS,H&E - LUBRITEC,07/10/2024,8,,2024/2 H&E
36905,NOVA,SIMPLO,MOTORES - LINHA LEVE,30/09/2024,1523,,2024/3
39737,NOVA,SIMPLO,MOTORES - LINHA LEVE,30/09/2024,1524,,2024/3
40957,UPGRADE,SIMPLO,MOTORES - LINHA LEVE,30/09/2024,1384,,2024/3
45003,NOVA,SIMPLO,SINCRO - CORRENTES,30/09/2024,1967,,2024/3
43779,NOVA,SIMPLO,CÂMBIO,30/09/2024,197,,2024/3
45387,NOVA,SIMPLO,DIESEL,30/09/2024,409,,2024/3
45068,NOVA,SIMPLO,INJEÇÃO,30/09/2024,2174,,2024/3
45069,NOVA,SIMPLO,INJEÇÃO,30/09/2024,2175,,2024/3
40127,NOVA,SIMPLO,MOTORES - LINHA LEVE,30/09/2024,1525,,2024/3
40754,NOVA,SIMPLO,MOTORES - LINHA LEVE,30/09/2024,1526,,2024/3
40852,NOVA,SIMPLO,MOTORES - LINHA LEVE,30/09/2024,1527,,2024/3
42873,NOVA,SIMPLO,MOTORES - LINHA LEVE,30/09/2024,1528,,2024/3
45388,NOVA,SIMPLO,MOTORES - LINHA LEVE,30/09/2024,1529,,2024/3
32770,NOVA,SIMPLO,ELECTRA,30/09/2024,292,,2024/3
32770,NOVA,SIMPLO,CÂMBIO,30/09/2024,198,,2024/3
40477,NOVA,SIMPLO,ELECTRA,30/09/2024,293,,2024/3
45380,NOVA,SIMPLO,ELECTRA,30/09/2024,294,,2024/3
26623,NOVA,SIMPLO,ELECTRA,30/09/2024,283,,2024/3
44810,NOVA,SIMPLO,SINCRO - POLY-V,30/09/2024,1956,,2024/3
44811,NOVA,SIMPLO,SINCRO - CORREIAS,30/09/2024,1944,,2024/3
42460,NOVA,SIMPLO,CÓDIGO DE FALHAS,30/09/2024,751,,2024/3
26623,UPGRADE,SIMPLO,CÂMBIO,30/09/2024,193,,2024/3
40497,NOVA,SIMPLO,CÂMBIO,30/09/2024,199,,2024/3
39497,NOVA,SIMPLO,ELECTRA,30/09/2024,295,,2024/3
39497,NOVA,SIMPLO,ELECTRA TRUCK,30/09/2024,192,,2024/3
43736,NOVA,SIMPLO,CÓDIGO DE FALHAS,27/09/2024,749,,2024/3
44000,NOVA,SIMPLO,CÓDIGO DE FALHAS,27/09/2024,750,,2024/3
39861,UPGRADE,SIMPLO,DIESEL,27/09/2024,322,,2024/3
42830,UPGRADE,SIMPLO,MT PRO,27/09/2024,277,,2024/3
44317,UPGRADE,SIMPLO,LOCAR,27/09/2024,836,,2024/3
33356,UPGRADE,SIMPLO,ELECTRA,27/09/2024,275,,2024/3
40497,NOVA,SIMPLO,ELECTRA,27/09/2024,287,,2024/3
40497,NOVA,SIMPLO,ELECTRA TRUCK,27/09/2024,190,,2024/3
38020,NOVA,SIMPLO,ELECTRA,27/09/2024,288,,2024/3
38020,NOVA,SIMPLO,ELECTRA TRUCK,27/09/2024,191,,2024/3
32329,NOVA,SIMPLO,ELECTRA,27/09/2024,289,,2024/3
33262,NOVA,SIMPLO,ELECTRA,27/09/2024,290,,2024/3
26628,NOVA,SIMPLO,ELECTRA,27/09/2024,291,,2024/3
45188,NOVA,SIMPLO,DIESEL,27/09/2024,408,,2024/3
45411,NOVA,SIMPLO,LUBRITEC,27/09/2024,5750,,2024/3
32641,NOVA,SIMPLO,MOTORES - LINHA PESADA,27/09/2024,1516,,2024/3
33429,NOVA,SIMPLO,MOTORES - LINHA PESADA,27/09/2024,1517,,2024/3
33429,NOVA,TRACTOR,MOTORES TRACTOR,27/09/2024,20115,,2025/1 T
36987,NOVA,SIMPLO,MOTORES - LINHA PESADA,27/09/2024,1518,,2024/3
37061,NOVA,SIMPLO,MOTORES - LINHA PESADA,27/09/2024,1519,,2024/3
39298,NOVA,SIMPLO,MOTORES - LINHA PESADA,27/09/2024,1520,,2024/3
45443,NOVA,SIMPLO,MOTORES - LINHA PESADA,27/09/2024,1521,,2024/3
40236,NOVA,SIMPLO,MOTORES - LINHA PESADA,27/09/2024,1522,,2024/3
38018,UPGRADE,SIMPLO,MOTORES - LINHA LEVE,27/09/2024,1071,,2024/3
40724,UPGRADE,SIMPLO,INJEÇÃO,27/09/2024,1308,,2024/3
45220,CORREÇÃO,SIMPLO,SINCRO - CORRENTES,27/09/2024,1927,,2024/3
26623,NOVA,SIMPLO,CÂMBIO,26/09/2024,193,,2024/3
33743,NOVA,SIMPLO,CÂMBIO,26/09/2024,194,,2024/3
39479,NOVA,SIMPLO,CÂMBIO,26/09/2024,195,,2024/3
42962,NOVA,SIMPLO,CÂMBIO,26/09/2024,196,,2024/3
45022,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2163,,2024/3
45023,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2164,,2024/3
45073,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2165,,2024/3
44994,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2166,,2024/3
45021,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2167,,2024/3
45024,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2168,,2024/3
45067,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2169,,2024/3
45070,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2170,,2024/3
45071,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2171,,2024/3
44983,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2172,,2024/3
44983,NOVA,SIMPLO,INJEÇÃO,26/09/2024,2173,,2024/3
45147,NOVA,SIMPLO,DIESEL,26/09/2024,404,,2024/3
45054,NOVA,SIMPLO,DIESEL,26/09/2024,405,,2024/3
45059,NOVA,SIMPLO,DIESEL,26/09/2024,406,,2024/3
45072,NOVA,SIMPLO,DIESEL,26/09/2024,407,,2024/3
40270,UPGRADE,SIMPLO,INJEÇÃO,26/09/2024,1649,,2024/3
40724,UPGRADE,SIMPLO,INJEÇÃO,26/09/2024,1308,,2024/3
45420,CORREÇÃO,SIMPLO,INJEÇÃO,26/09/2024,1416,,2024/3
44859,CORREÇÃO,SIMPLO,DIESEL,26/09/2024,393,,2024/3
45360,UPGRADE,SIMPLO,DIESEL,26/09/2024,380,,2024/3
44583,CORREÇÃO,SIMPLO,CLIMA CAR,26/09/2024,192,,2024/3
45349,NOVA,SIMPLO,ARLA,26/09/2024,20,,2024/3
44304,NOVA,SIMPLO,LOCAR,26/09/2024,966,,2024/3
34617,NOVA,SIMPLO,LOCAR,26/09/2024,967,,2024/3
44380,NOVA,SIMPLO,LOCAR,26/09/2024,968,,2024/3
44328,NOVA,SIMPLO,LOCAR,26/09/2024,969,,2024/3
44451,NOVA,SIMPLO,LOCAR,26/09/2024,970,,2024/3
45201,UPGRADE,SIMPLO,CLIMA CAR,26/09/2024,856,,2024/3
45412,CORREÇÃO,SIMPLO,CLIMA CAR,26/09/2024,834,,2024/3
45421,UPGRADE,SIMPLO,SINCRO - CORRENTES,26/09/2024,1780,,2024/3
45432,UPGRADE,SIMPLO,ELECTRA TRUCK,26/09/2024,174,,2024/3
42480,NOVA,SIMPLO,CÓDIGO DE FALHAS,26/09/2024,748,,2024/3
41017,NOVA,SIMPLO,SINCRO - POLY-V,26/09/2024,1966,,2024/3
38031,NOVA,SIMPLO,ELECTRA,26/09/2024,286,,2024/3
45376,UPGRADE,SIMPLO,INJEÇÃO,25/09/2024,672,,2024/3
43384,UPGRADE,SIMPLO,ELECTRA,25/09/2024,259,,2024/3
43766,UPGRADE,SIMPLO,SINCRO - CORREIAS,25/09/2024,1825,,2024/3
45077,UPGRADE,SIMPLO,INJEÇÃO,25/09/2024,2069,,2024/3
45341,UPGRADE,SIMPLO,DIESEL,25/09/2024,367,,2024/3
45336,NOVA,SIMPLO,SINCRO - POLY-V,25/09/2024,1951,,2024/3
43772,NOVA,SIMPLO,SINCRO - POLY-V,25/09/2024,1952,,2024/3
45328,NOVA,SIMPLO,SINCRO - POLY-V,25/09/2024,1953,,2024/3
43943,NOVA,SIMPLO,SINCRO - POLY-V,25/09/2024,1954,,2024/3
45385,NOVA,SIMPLO,SINCRO - POLY-V,25/09/2024,1955,,2024/3
44810,NOVA,SIMPLO,SINCRO - POLY-V,25/09/2024,1956,,2024/3
44805,NOVA,SIMPLO,SINCRO - POLY-V,25/09/2024,1957,,2024/3
44808,NOVA,SIMPLO,SINCRO - POLY-V,25/09/2024,1958,,2024/3
